date,revenue,transaction_count,revenue_per_transaction,dayofweek,is_weekend,dayofweek_sin,dayofweek_cos,day,day_sin,day_cos,dayofyear,dayofyear_sin,dayofyear_cos,week,week_sin,week_cos,month,month_sin,month_cos,quarter,is_month_start,is_month_end,is_quarter_start,is_quarter_end,days_in_month,revenue_lag_1,revenue_lag_2,revenue_lag_3,revenue_lag_7,revenue_lag_14,revenue_lag_21,revenue_lag_28,revenue_rolling_mean_3,revenue_rolling_std_3,revenue_rolling_min_3,revenue_rolling_max_3,revenue_rolling_median_3,revenue_rolling_range_3,revenue_rolling_mean_7,revenue_rolling_std_7,revenue_rolling_min_7,revenue_rolling_max_7,revenue_rolling_median_7,revenue_rolling_range_7,revenue_rolling_mean_14,revenue_rolling_std_14,revenue_rolling_min_14,revenue_rolling_max_14,revenue_rolling_median_14,revenue_rolling_range_14,revenue_rolling_mean_28,revenue_rolling_std_28,revenue_rolling_min_28,revenue_rolling_max_28,revenue_rolling_median_28,revenue_rolling_range_28,revenue_expanding_mean,revenue_expanding_std,revenue_expanding_min,revenue_expanding_max,revenue_change_1d,revenue_change_7d,revenue_pct_change_1d,revenue_pct_change_7d,revenue_momentum_3d,revenue_momentum_7d,revenue_rsi_7,revenue_rsi_14,revenue_distance_from_ma_7,revenue_distance_from_ma_14,revenue_distance_from_ma_28,revenue_cv_7,revenue_cv_14,revenue_lag_7_x_weekend,rolling_mean_7_x_dayofweek,rolling_mean_28_x_month
2023-01-11,2555.75,561,4.555704099821747,2,0,0.9749279121818236,-0.22252093395631434,11,0.7907757369376989,-0.6121059825476626,11,0.1882267098432442,0.9821256058680006,2,0.23931566428755774,0.970941817426052,1,0.49999999999999994,0.8660254037844387,1,0,0,0,0,31,2685.65,2676.61,2638.53,2220.1,,,,2666.9300000000003,25.007007018031565,2638.53,2685.65,2676.61,47.11999999999989,2504.7485714285717,197.93896807084877,2220.1,2685.65,2619.65,465.5500000000002,,,,,,,,,,,,,2500.9790000000003,166.28647673017014,2220.1,2685.65,-129.9000000000001,335.6500000000001,-0.048368179025561786,0.15118688347371734,66.0,120.65000000000009,55.48184833477214,,0.07222338826138229,,,0.07902548396622308,,0.0,5009.497142857143,
2023-01-12,2327.7,534,4.358988764044944,3,0,0.43388373911755823,-0.900968867902419,12,0.6513724827222223,-0.7587581226927909,12,0.2051044998686192,0.9787400799669153,2,0.23931566428755774,0.970941817426052,1,0.49999999999999994,0.8660254037844387,1,0,0,0,0,31,2555.75,2685.65,2676.61,2418.85,,,,2639.3366666666666,72.52915643610652,2555.75,2685.65,2676.61,129.9000000000001,2552.6985714285715,153.0582293800386,2273.85,2685.65,2619.65,411.8000000000002,,,,,,,,,,,,,2505.958181818182,158.61521956093532,2220.1,2685.65,-228.05000000000018,-91.15000000000009,-0.08923016726988175,-0.03768319656034902,-82.7800000000002,335.6500000000001,68.95363939239934,,0.0011953736354076395,,,0.05995938223696436,,0.0,7658.095714285715,
2023-01-13,3033.6,625,4.85376,4,0,-0.433883739117558,-0.9009688679024191,13,0.48530196253108104,-0.8743466161445821,13,0.2219215130041655,0.9750645322571948,2,0.23931566428755774,0.970941817426052,1,0.49999999999999994,0.8660254037844387,1,0,0,0,0,31,2327.7,2555.75,2685.65,2273.85,,,,2523.0333333333333,181.20385159629808,2327.7,2685.65,2555.75,357.9500000000003,2539.6771428571424,169.35315337230358,2273.85,2685.65,2619.65,411.8000000000002,,,,,,,,,,,,,2491.103333333333,159.74862636105044,2220.1,2685.65,705.9000000000001,759.75,0.3032607294754479,0.3341249422785144,-348.9100000000003,-91.15000000000009,45.01776441650724,,-0.0834661773656268,,,0.06668294584160446,,0.0,10158.70857142857,
2023-01-14,2682.51,577,4.649064124783362,5,1,-0.9749279121818236,-0.2225209339563146,14,0.29936312297335804,-0.9541392564000488,14,0.2386727660059501,0.9711000518829505,2,0.23931566428755774,0.970941817426052,1,0.49999999999999994,0.8660254037844387,1,0,0,0,0,31,3033.6,2327.7,2555.75,2619.65,,,,2639.0166666666664,360.2411773150499,2327.7,3033.6,2555.75,705.9000000000001,2648.2128571428575,209.33173566648486,2327.7,3033.6,2638.53,705.9000000000001,,,,,,,,,,,,,2532.833846153846,214.5498833037228,2220.1,3033.6,-351.0899999999997,62.86000000000013,-0.11573378164556947,0.023995571927547532,347.9499999999998,759.75,75.74289296242333,,0.1455272531502375,,,0.07904641619040084,,2619.65,13241.064285714288,
2023-01-15,3167.71,663,4.777843137254902,6,1,-0.7818314824680299,0.6234898018587334,15,0.10116832198743272,-0.994869323391895,15,0.255353295116187,0.9668478136052775,2,0.23931566428755774,0.970941817426052,1,0.49999999999999994,0.8660254037844387,1,0,0,0,0,31,2682.51,3033.6,2327.7,2638.53,2508.2,,,2681.27,352.9516336553777,2327.7,3033.6,2682.51,705.9000000000001,2657.192857142857,209.25049890138,2327.7,3033.6,2676.61,705.9000000000001,2543.525,209.97849145347473,2220.1,3033.6,2560.375,813.5,,,,,,,2543.525,209.97849145347473,2220.1,3033.6,485.1999999999998,529.1799999999998,0.18087537418313437,0.20055864439669047,126.76000000000022,62.86000000000013,52.12230070090618,53.13294199267405,0.00952777770310785,0.05464267109621495,,0.07874870592809598,0.08255412919215448,2638.53,15943.157142857142,
2023-01-16,2829.16,627,4.512216905901116,0,0,0.0,1.0,16,-0.10116832198743204,-0.9948693233918952,16,0.2719581575341055,0.9623090774541486,3,0.3546048870425356,0.9350162426854148,1,0.49999999999999994,0.8660254037844387,1,0,0,0,0,31,3167.71,2682.51,3033.6,2676.61,2403.35,,,2961.273333333333,250.55562263364413,2682.51,3167.71,3033.6,485.1999999999998,2732.7900000000004,283.722159456513,2327.7,3167.71,2682.51,840.0100000000002,2590.632857142857,267.53483239581146,2220.1,3167.71,2592.325,947.6100000000001,,,,,,,2585.137333333333,258.6801236625946,2220.1,3167.71,-338.5500000000002,152.54999999999973,-0.10687531371242953,0.05699373461206525,840.0100000000002,529.1799999999998,63.58781056458818,60.09323281574735,0.15914870882870602,0.22275527821938712,,0.10382142771911232,0.10327006841520138,0.0,0.0,
2023-01-17,3285.8,532,6.176315789473684,1,0,0.7818314824680298,0.6234898018587336,17,-0.2993631229733582,-0.9541392564000488,17,0.288482432880609,0.9574851883550393,3,0.3546048870425356,0.9350162426854148,1,0.49999999999999994,0.8660254037844387,1,0,0,0,0,31,2829.16,3167.71,2682.51,2685.65,2565.0,,,2893.1266666666666,248.84445108005357,2682.51,3167.71,2829.16,485.1999999999998,2754.5828571428574,284.54527078096004,2327.7,3167.71,2685.65,840.0100000000002,2621.047857142857,268.8068856769904,2220.1,3167.71,2629.09,947.6100000000001,,,,,,,2600.38875,257.2471003756245,2220.1,3167.71,456.6400000000003,600.1500000000001,0.1614047985974636,0.22346545529015316,-204.44000000000005,152.54999999999973,53.393423587352565,56.081627289840284,0.027073842655978876,0.0794003597797718,,0.10329886067616773,0.10255703074800417,0.0,2754.5828571428574,
2023-01-18,2735.96,588,4.652993197278912,2,0,0.9749279121818236,-0.22252093395631434,18,-0.4853019625310808,-0.8743466161445822,18,0.30492122465628907,0.9523775757303974,3,0.3546048870425356,0.9350162426854148,1,0.49999999999999994,0.8660254037844387,1,0,0,0,0,31,3285.8,2829.16,3167.71,2555.75,2220.1,,,3094.2233333333334,237.023711964295,2829.16,3285.8,3167.71,456.6400000000003,2840.3185714285714,344.4274698408257,2327.7,3285.8,2829.16,958.1000000000004,2672.533571428571,321.17404693518625,2220.1,3285.8,2657.57,1065.7000000000003,,,,,,,2640.707058823529,299.45732364488725,2220.1,3285.8,-549.8400000000001,180.21000000000004,-0.16733824335017355,0.07051159150934172,603.29,600.1500000000001,61.133145106536126,59.49475470127352,0.15684206449678942,0.22947005610246263,,0.12126367559804811,0.1201758699568015,0.0,5680.637142857143,
2023-01-19,2913.68,616,4.73,3,0,0.43388373911755823,-0.900968867902419,19,-0.651372482722222,-0.7587581226927911,19,0.3212696616923644,0.9469877530760753,3,0.3546048870425356,0.9350162426854148,1,0.49999999999999994,0.8660254037844387,1,0,0,0,0,31,2735.96,3285.8,2829.16,2327.7,2418.85,,,2950.306666666667,294.2590568416428,2735.96,3285.8,2829.16,549.8400000000001,2866.062857142857,325.8460152032093,2327.7,3285.8,2829.16,958.1000000000004,2709.3807142857145,293.69067946930625,2273.85,3285.8,2679.5600000000004,1011.9500000000003,,,,,,,2645.9988888888893,291.38251384591234,2220.1,3285.8,177.7199999999998,585.98,0.06495709001593575,0.2517420629806246,-431.75,180.21000000000004,52.89236566974934,56.4470895238857,-0.045394279060772195,0.009810096297704242,,0.11369116151487382,0.10839771536010699,0.0,8598.18857142857,
2023-01-20,2603.73,578,4.504723183391003,4,0,-0.433883739117558,-0.9009688679024191,20,-0.7907757369376986,-0.6121059825476627,20,0.3375228995941133,0.9413173175128471,3,0.3546048870425356,0.9350162426854148,1,0.49999999999999994,0.8660254037844387,1,0,0,0,0,31,2913.68,2735.96,3285.8,3033.6,2273.85,,,2978.48,280.5891772681189,2735.96,3285.8,2913.68,549.8400000000001,2949.7742857142853,223.76824215075487,2682.51,3285.8,2913.68,603.29,2744.7257142857147,285.7036029420452,2273.85,3285.8,2684.08,1011.9500000000003,,,,,,,2660.087368421053,289.75526423828967,2220.1,3285.8,-309.9499999999998,-429.8699999999999,-0.1063775019906098,-0.14170292721518984,84.51999999999998,585.98,59.55940409926459,56.21694152057069,-0.012236287328521896,0.06155598165416454,,0.07585944566486368,0.10409185932678759,0.0,11799.097142857141,
2023-01-21,3082.85,597,5.163902847571189,5,1,-0.9749279121818236,-0.2225209339563146,21,-0.8978045395707417,-0.44039415155763423,21,0.3536761221763716,0.9353679493131483,3,0.3546048870425356,0.9350162426854148,1,0.49999999999999994,0.8660254037844387,1,0,0,0,0,31,2603.73,2913.68,2735.96,2682.51,2619.65,,,2751.123333333333,155.53036884587198,2603.73,2913.68,2735.96,309.9499999999998,2888.3642857142854,253.88807828497718,2603.73,3285.8,2829.16,682.0700000000002,2768.2885714285717,255.93389641910204,2327.7,3285.8,2684.08,958.1000000000004,,,,,,,2657.2695,282.3084708999041,2220.1,3285.8,479.1199999999999,400.3399999999997,0.1840129352889892,0.14924082296058527,-682.0700000000002,-429.8699999999999,41.946953716574434,53.97959774552193,-0.0985451478963624,-0.05944415373706919,,0.08790029690530926,0.09245202940928506,2682.51,14441.821428571428,
2023-01-22,2367.33,491,4.821446028513238,6,1,-0.7818314824680299,0.6234898018587334,22,-0.9680771188662041,-0.2506525322587213,22,0.3697245428906731,0.9291414114031743,3,0.3546048870425356,0.9350162426854148,1,0.49999999999999994,0.8660254037844387,1,0,0,0,0,31,3082.85,2603.73,2913.68,3167.71,2638.53,2508.2,,2866.7533333333336,242.98266940943145,2603.73,3082.85,2913.68,479.1199999999999,2945.555714285714,244.71331096183866,2603.73,3285.8,2913.68,682.0700000000002,2801.3742857142856,265.01933687691775,2327.7,3285.8,2710.8050000000003,958.1000000000004,,,,,,,2677.535238095238,290.40983464096104,2220.1,3285.8,-715.52,-800.3800000000001,-0.23209692330149045,-0.2526683313813449,346.8899999999999,400.3399999999997,57.156545180227525,55.41379536040543,0.04661065653873705,0.1004777247085869,,0.08307882610232029,0.09460333031126683,3167.71,17673.334285714285,
2023-01-23,2853.15,589,4.844057724957556,0,0,0.0,1.0,23,-0.9987165071710528,-0.05064916883871355,23,0.38566340624360707,0.9226395488404876,4,0.4647231720437685,0.8854560256532099,1,0.49999999999999994,0.8660254037844387,1,0,0,0,0,31,2367.33,3082.85,2603.73,2829.16,2676.61,2403.35,,2684.6366666666668,364.55676393853,2367.33,3082.85,2603.73,715.52,2831.215714285714,303.530511418383,2367.33,3285.8,2829.16,918.4700000000003,2782.002857142857,286.8503878445928,2327.7,3285.8,2710.8050000000003,958.1000000000004,,,,,,,2663.435,291.02534361493394,2220.1,3285.8,485.82000000000016,23.990000000000236,0.20521853733953455,0.008479548699967587,-546.3499999999999,-800.3800000000001,36.78080427041561,47.27415269569413,-0.16384682804105855,-0.1490555108806502,,0.10720854291915392,0.10310930742148511,0.0,0.0,
2023-01-24,2868.95,588,4.879166666666666,1,0,0.7818314824680298,0.6234898018587336,24,-0.9884683243281114,0.15142777750457667,24,0.401487989205973,0.9158642882672872,4,0.4647231720437685,0.8854560256532099,1,0.49999999999999994,0.8660254037844387,1,0,0,0,0,31,2853.15,2367.33,3082.85,3285.8,2685.65,2565.0,,2767.7766666666666,365.3199585751278,2367.33,3082.85,2853.15,715.52,2834.6428571428573,303.63884741110326,2367.33,3285.8,2853.15,918.4700000000003,2794.612857142857,285.7391194894275,2327.7,3285.8,2782.56,958.1000000000004,,,,,,,2671.68347826087,287.07281973883596,2220.1,3285.8,15.799999999999727,-416.85000000000036,0.005537738990238683,-0.12686408180656172,249.42000000000007,23.990000000000236,50.37784168764038,51.62789496785521,0.006528915207257113,0.020946422939236698,,0.1071171441037028,0.10224640552951583,0.0,2834.6428571428573,
2023-01-25,2846.55,583,4.882590051457976,2,0,0.9749279121818236,-0.22252093395631434,25,-0.9377521321470804,0.3473052528448203,25,0.4171936026123168,0.9088176373395029,4,0.4647231720437685,0.8854560256532099,1,0.49999999999999994,0.8660254037844387,1,0,0,0,0,31,2868.95,2853.15,2367.33,2735.96,2555.75,2220.1,,2696.476666666667,285.1588261536597,2367.33,2868.95,2853.15,501.6199999999999,2775.0928571428567,233.091574616379,2367.33,3082.85,2853.15,715.52,2807.7057142857143,284.5593304557952,2327.7,3285.8,2841.1549999999997,958.1000000000004,,,,,,,2679.9029166666664,283.63558562044625,2220.1,3285.8,-22.399999999999636,110.59000000000015,-0.007807734537025657,0.040420912586441426,-213.9000000000001,-416.85000000000036,42.37591311631921,51.68812510360833,0.03382126209419,0.02181292911243235,,0.08399415321055684,0.10134941458000617,0.0,5550.185714285713,
2023-01-26,2863.03,586,4.885716723549488,3,0,0.43388373911755823,-0.900968867902419,26,-0.848644257494751,0.5289640103269624,26,0.4327755925504312,0.901501684131884,4,0.4647231720437685,0.8854560256532099,1,0.49999999999999994,0.8660254037844387,1,0,0,0,0,31,2846.55,2868.95,2853.15,2913.68,2327.7,2418.85,,2856.2166666666667,11.51057484807596,2846.55,2868.95,2853.15,22.399999999999636,2790.8914285714286,233.74404508839558,2367.33,3082.85,2853.15,715.52,2828.477142857143,275.21306826721525,2327.7,3285.8,2849.8500000000004,958.1000000000004,,,,,,,2686.5688,279.65683921430065,2220.1,3285.8,16.480000000000018,-50.649999999999636,0.005789464439409198,-0.017383515005079397,479.22000000000025,110.59000000000015,52.506198075537206,52.73226097414312,0.019942936818958052,0.006389606926291493,,0.08375246800913426,0.09730079274715757,0.0,8372.674285714285,
2023-01-27,2742.1,579,4.735924006908463,4,0,-0.433883739117558,-0.9009688679024191,27,-0.72479278722912,0.6889669190756865,27,0.4482293417404106,0.893918596519257,4,0.4647231720437685,0.8854560256532099,1,0.49999999999999994,0.8660254037844387,1,0,0,0,0,31,2863.03,2846.55,2868.95,2603.73,3033.6,2273.85,,2859.51,11.607445886146795,2846.55,2868.95,2863.03,22.399999999999636,2783.655714285714,230.0645282565414,2367.33,3082.85,2853.15,715.52,2866.715,234.45440910761297,2367.33,3285.8,2858.09,918.4700000000003,,,,,,,2693.355769230769,276.18339295726037,2220.1,3285.8,-120.93000000000029,138.3699999999999,-0.04223846763743322,0.05314299101673359,9.88000000000011,-50.649999999999636,48.76166819064199,55.23803187065439,0.028514404747303143,-0.0012854434431047192,,0.08264834155885399,0.08178504284786348,0.0,11134.622857142856,
2023-01-28,2037.1,470,4.334255319148936,5,1,-0.9749279121818236,-0.2225209339563146,28,-0.5712682150947924,0.8207634412072763,28,0.4635502709028509,0.886070621534138,4,0.4647231720437685,0.8854560256532099,1,0.49999999999999994,0.8660254037844387,1,0,0,0,0,31,2742.1,2863.03,2846.55,3082.85,2682.51,2619.65,,2817.226666666667,65.58132076539175,2742.1,2863.03,2846.55,120.93000000000029,2803.422857142857,217.63752669015926,2367.33,3082.85,2853.15,715.52,2845.8935714285717,231.41773050904285,2367.33,3285.8,2849.8500000000004,918.4700000000003,,,,,,,2695.1611111111115,270.98251885618174,2220.1,3285.8,-705.0,-1045.75,-0.257102220925568,-0.3392153364581475,-126.84999999999991,138.3699999999999,53.72749950163517,46.77904823361458,-0.02187428021663315,-0.0364713468102287,,0.07763278598361976,0.08131636855023942,3082.85,14017.114285714286,
2023-01-29,2060.75,459,4.489651416122005,6,1,-0.7818314824680299,0.6234898018587334,29,-0.3943558551133187,0.9189578116202306,29,0.47873384011578846,0.8779600847008882,4,0.4647231720437685,0.8854560256532099,1,0.49999999999999994,0.8660254037844387,1,0,0,0,0,31,2037.1,2742.1,2863.03,2367.33,3167.71,2638.53,2508.2,2547.4100000000003,446.0585592722106,2037.1,2863.03,2742.1,825.9300000000003,2654.03,325.8681151938614,2037.1,2868.95,2846.55,831.8499999999999,2799.792857142857,315.485358149302,2037.1,3285.8,2849.8500000000004,1248.7000000000003,2671.6589285714285,293.5604056249093,2037.1,3285.8,2679.5600000000004,1248.7000000000003,2671.6589285714285,293.5604056249093,2037.1,3285.8,23.65000000000009,-306.5799999999999,0.011609641156546058,-0.12950454731701955,-809.4500000000003,-1045.75,24.885323855039744,43.38579659231354,-0.2324502737346602,-0.2724104589370132,-0.23751494690631625,0.12278237819235704,0.11268167834075042,2367.33,15924.18,2671.6589285714285
2023-01-30,2476.41,481,5.148461538461538,0,0,0.0,1.0,30,-0.20129852008866114,0.9795299412524943,30,0.4937755501599772,0.869589389346611,5,0.5680647467311558,0.8229838658936564,1,0.49999999999999994,0.8660254037844387,1,0,0,0,0,31,2060.75,2037.1,2742.1,2853.15,2829.16,2676.61,2403.35,2279.983333333333,400.37943357936564,2037.1,2742.1,2060.75,705.0,2610.2328571428575,385.8965991348059,2037.1,2868.95,2846.55,831.8499999999999,2720.7242857142855,352.70370224909703,2037.1,3285.8,2837.855,1248.7000000000003,2655.6785714285716,314.2385684972754,2037.1,3285.8,2679.5600000000004,1248.7000000000003,2650.5931034482755,309.789020119263,2037.1,3285.8,415.65999999999985,-376.74000000000024,0.20170326337498468,-0.13204353083434106,-802.2800000000002,-306.5799999999999,38.97257711786372,37.470514463193446,-0.21051104909633142,-0.24257301233337547,-0.22402130206162002,0.14783991323946694,0.1296359591087709,0.0,0.0,2655.6785714285716
2023-01-31,2334.13,462,5.052229437229437,1,0,0.7818314824680298,0.6234898018587336,31,-2.4492935982947064e-16,1.0,31,0.5086709438521044,0.8609610158889943,5,0.5680647467311558,0.8229838658936564,1,0.49999999999999994,0.8660254037844387,1,0,1,0,0,31,2476.41,2060.75,2037.1,2868.95,3285.8,2685.65,2565.0,2191.42,247.09169492316087,2037.1,2476.41,2060.75,439.30999999999995,2556.412857142857,372.40676312844926,2037.1,2868.95,2742.1,831.8499999999999,2695.527857142857,356.93587513248553,2037.1,3285.8,2794.325,1248.7000000000003,2658.287857142857,312.3634861806702,2037.1,3285.8,2679.5600000000004,1248.7000000000003,2644.787,306.0576384768071,2037.1,3285.8,-142.27999999999975,-534.8199999999997,-0.05745413723898696,-0.18641663326304037,-265.69000000000005,-376.74000000000024,35.728680526092475,46.075785454763896,-0.03129496744601387,-0.08128940554712452,-0.06841917313587716,0.1456755164127382,0.1324178023931914,0.0,2556.412857142857,2658.287857142857
2023-02-01,2466.3,546,4.517032967032967,2,0,0.9749279121818236,-0.22252093395631434,1,0.20129852008866006,0.9795299412524945,32,0.5234156073655503,0.8520775211013093,5,0.5680647467311558,0.8229838658936564,2,0.8660254037844386,0.5000000000000001,1,1,0,0,0,28,2334.13,2476.41,2060.75,2846.55,2735.96,2555.75,2220.1,2290.43,211.24766602261053,2060.75,2476.41,2334.13,415.65999999999985,2480.0099999999998,351.8970517542489,2037.1,2863.03,2476.41,825.9300000000003,2627.5514285714285,325.07252766722064,2037.1,3082.85,2739.0299999999997,1045.75,2650.0425,317.9149472168442,2037.1,3285.8,2679.5600000000004,1248.7000000000003,2634.765806451613,306.0425722975393,2037.1,3285.8,132.17000000000007,-380.25,0.05662495233770182,-0.1335827580755652,297.0300000000002,-534.8199999999997,31.512029867256643,38.61685051086439,-0.058822343458292375,-0.11167105061420565,-0.1192103522868029,0.14189340033074418,0.12371690393286007,0.0,4960.0199999999995,5300.085
