date,revenue
2021-06-26,18.225
2021-06-27,61.754999999999995
2021-06-28,125.77499999999998
2021-06-29,17.924999999999997
2021-06-30,23.31
2021-07-03,54.96999999999999
2021-07-05,60.75
2021-07-07,49.214999999999996
2021-07-10,8.25
2021-07-15,82.47
2021-07-16,8.73
2021-07-17,26.759999999999998
2021-07-19,35.64
2021-07-20,81.48
2021-07-21,36.45
2021-07-22,56.25
2021-07-23,53.699999999999996
2021-07-24,189.74999999999997
2021-07-29,18.689999999999998
2021-08-01,114.42499999999998
2021-08-02,114.45
2021-08-03,127.835
2021-08-04,150.63
2021-08-05,21.509999999999998
2021-08-06,33.47
2021-08-08,68.75
2021-08-10,24.75
2021-08-13,82.33999999999999
2021-08-20,17.9
2021-08-23,26.73
2021-08-25,18.225
2021-08-26,45.0
2021-08-27,71.69999999999999
2021-08-29,96.5
2021-08-30,10.935
2021-08-31,50.76
2021-09-02,15.54
2021-09-06,176.82
2021-09-07,43.684999999999995
2021-09-08,147.79
2021-09-09,191.09999999999997
2021-09-10,148.78999999999996
2021-09-12,149.05499999999998
2021-09-15,11.25
2021-09-16,74.25
2021-09-18,29.784999999999997
2021-09-20,20.25
2021-09-21,16.245
2021-09-24,148.92499999999998
2021-09-25,153.64499999999998
2021-09-26,46.62
2021-09-29,82.5
2021-09-30,187.325
2021-10-01,121.44999999999999
2021-10-02,76.76
2021-10-03,55.89
2021-10-04,187.33499999999998
2021-10-07,104.13
2021-10-10,66.015
2021-10-12,11.25
2021-10-13,39.419999999999995
2021-10-16,72.05
2021-10-17,190.64999999999998
2021-10-19,74.42999999999999
2021-10-23,7.77
2021-10-24,202.15
2021-10-26,59.75
2021-10-27,51.74999999999999
2021-10-28,79.6
2021-11-02,36.78
2021-11-04,181.77
2021-11-05,153.81
2021-11-06,59.4
2021-11-09,7.77
2021-11-10,146.355
2021-11-11,76.7
2021-11-12,8.25
2021-11-13,217.42499999999998
2021-11-15,21.87
2021-11-16,35.849999999999994
2021-11-18,17.46
2021-11-19,9.51
2021-11-21,199.37499999999997
2021-11-23,173.43
2021-11-24,71.35499999999999
2021-11-26,19.02
2021-11-27,133.98999999999998
2021-11-28,8.25
2021-11-29,37.81
2021-12-02,155.76999999999998
2021-12-03,9.51
2021-12-06,5.97
2021-12-07,26.19
2021-12-08,8.955
2021-12-10,40.875
2021-12-12,38.849999999999994
2021-12-13,202.01999999999998
2021-12-15,99.57
2021-12-17,157.67499999999998
2021-12-19,158.37
2021-12-21,85.155
2021-12-25,26.19
2021-12-27,41.43
2021-12-29,43.650000000000006
2021-12-31,47.8
2022-01-01,23.9
2022-01-02,301.8949999999999
2022-01-04,100.39499999999998
2022-01-10,145.82
2022-01-12,28.62
2022-01-13,28.679999999999996
2022-01-15,43.650000000000006
2022-01-17,35.64
2022-01-18,38.04
2022-01-21,25.755000000000003
2022-01-23,47.55
2022-01-24,9.51
2022-01-25,14.85
2022-01-26,23.31
2022-01-27,63.45
2022-01-30,124.0
2022-01-31,214.34999999999997
2022-02-03,49.5
2022-02-06,23.775
2022-02-08,17.91
2022-02-10,36.455
2022-02-11,67.69
2022-02-15,23.88
2022-02-16,60.645
2022-02-17,26.19
2022-02-20,35.849999999999994
2022-02-21,23.31
2022-02-28,28.425
2022-03-04,238.27999999999997
2022-03-06,82.33999999999999
2022-03-08,30.06
2022-03-10,24.75
2022-03-11,61.309999999999995
2022-03-13,91.45
2022-03-14,4.365
2022-03-15,10.754999999999999
2022-03-16,137.42499999999998
2022-03-17,175.37499999999997
2022-03-20,48.645
2022-03-22,5.97
2022-03-23,46.58
2022-03-24,178.40999999999997
2022-03-25,27.484999999999996
2022-03-26,94.945
2022-03-31,57.06
2022-04-04,24.75
2022-04-05,56.445
2022-04-08,192.95999999999998
2022-04-12,59.699999999999996
2022-04-13,8.95
2022-04-15,7.169999999999999
2022-04-16,38.849999999999994
2022-04-22,21.509999999999998
2022-04-23,15.54
2022-04-24,6.75
2022-04-25,27.945
2022-04-27,144.39
2022-04-29,163.71999999999997
2022-04-30,7.77
2022-05-01,78.78999999999999
2022-05-02,59.75
2022-05-04,29.849999999999998
2022-05-05,74.25
2022-05-10,79.25
2022-05-11,63.24999999999999
2022-05-12,45.769999999999996
2022-05-13,78.24499999999999
2022-05-16,35.849999999999994
2022-05-17,4.455
2022-05-20,4.755
2022-05-21,133.85999999999999
2022-05-22,14.339999999999998
2022-05-23,29.849999999999998
2022-05-24,46.62
2022-05-26,70.875
2022-05-30,123.50999999999999
2022-05-31,29.1
2022-06-01,5.97
2022-06-03,35.8
2022-06-04,21.87
2022-06-05,126.49999999999999
2022-06-06,40.935
2022-06-07,161.045
2022-06-08,138.655
2022-06-10,27.945
2022-06-11,102.92499999999998
2022-06-12,167.29999999999998
2022-06-13,204.92999999999995
2022-06-14,17.91
2022-06-15,43.214999999999996
2022-06-17,33.75
2022-06-27,8.73
2022-06-30,17.91
2022-07-01,14.339999999999998
2022-07-02,49.75
2022-07-05,51.74999999999999
2022-07-07,7.29
2022-07-08,11.94
2022-07-09,31.08
2022-07-12,241.95999999999998
2022-07-13,118.78999999999998
2022-07-14,49.684999999999995
2022-07-15,21.87
2022-07-16,94.87499999999999
2022-07-17,59.4
2022-07-19,79.25
2022-07-25,8.73
2022-07-28,20.25
2022-07-29,45.769999999999996
2022-08-02,17.91
2022-08-04,66.92999999999999
2022-08-06,29.849999999999998
2022-08-08,21.479999999999997
2022-08-12,23.9
2022-08-17,38.849999999999994
2022-08-19,45.324999999999996
